dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
12-04-2020,12,4,2020,21,2,Andorra,AD,AND,76177,Europe,412.1979075
11-04-2020,11,4,2020,18,1,Andorra,AD,AND,76177,Europe,438.4525513
10-04-2020,10,4,2020,19,2,Andorra,AD,AND,76177,Europe,471.27085603
09-04-2020,9,4,2020,19,1,Andorra,AD,AND,76177,Europe,493.58730325
08-04-2020,8,4,2020,19,1,Andorra,AD,AND,76177,Europe,500.1509642
07-04-2020,7,4,2020,25,3,Andorra,AD,AND,76177,Europe,515.90375048
06-04-2020,6,4,2020,35,1,Andorra,AD,AND,76177,Europe,509.34008953
05-04-2020,5,4,2020,27,1,Andorra,AD,AND,76177,Europe,496.21276763
04-04-2020,4,4,2020,11,1,Andorra,AD,AND,76177,Europe,477.83451698
03-04-2020,3,4,2020,38,1,Andorra,AD,AND,76177,Europe,463.3944629
02-04-2020,2,4,2020,14,2,Andorra,AD,AND,76177,Europe,442.39074786
01-04-2020,1,4,2020,6,4,Andorra,AD,AND,76177,Europe,475.2090526
31-03-2020,31,3,2020,36,2,Andorra,AD,AND,76177,Europe,467.33265946
30-03-2020,30,3,2020,26,2,Andorra,AD,AND,76177,Europe,431.88889035
29-03-2020,29,3,2020,41,1,Andorra,AD,AND,76177,Europe,401.69604999
28-03-2020,28,3,2020,43,0,Andorra,AD,AND,76177,Europe,349.18676241
27-03-2020,27,3,2020,36,3,Andorra,AD,AND,76177,Europe,294.05201045
26-03-2020,26,3,2020,24,0,Andorra,AD,AND,76177,Europe,
25-03-2020,25,3,2020,31,0,Andorra,AD,AND,76177,Europe,
24-03-2020,24,3,2020,20,0,Andorra,AD,AND,76177,Europe,
23-03-2020,23,3,2020,25,0,Andorra,AD,AND,76177,Europe,
22-03-2020,22,3,2020,13,0,Andorra,AD,AND,76177,Europe,
21-03-2020,21,3,2020,0,0,Andorra,AD,AND,76177,Europe,
20-03-2020,20,3,2020,22,0,Andorra,AD,AND,76177,Europe,
19-03-2020,19,3,2020,39,0,Andorra,AD,AND,76177,Europe,
18-03-2020,18,3,2020,0,0,Andorra,AD,AND,76177,Europe,
17-03-2020,17,3,2020,9,0,Andorra,AD,AND,76177,Europe,
16-03-2020,16,3,2020,3,0,Andorra,AD,AND,76177,Europe,
14-03-2020,14,3,2020,1,0,Andorra,AD,AND,76177,Europe,
03-03-2020,3,3,2020,1,0,Andorra,AD,AND,76177,Europe,
