,Date,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
0,2020-07-14,4,2,Afghanistan,AF,AFG,38041757.0,Asia,8.4564969
1,2020-07-13,0,0,Afghanistan,AF,AFG,38041757.0,Asia,9.15835722
2,2020-12-07,85,16,Afghanistan,AF,AFG,38041757.0,Asia,10.08102754
3,2020-11-07,458,37,Afghanistan,AF,AFG,38041757.0,Asia,10.29132277
4,2020-10-07,255,20,Afghanistan,AF,AFG,38041757.0,Asia,9.81290112
5,2020-09-07,59,1,Afghanistan,AF,AFG,38041757.0,Asia,10.35178265
6,2020-08-07,210,16,Afghanistan,AF,AFG,38041757.0,Asia,10.81180346
7,2020-07-07,433,56,Afghanistan,AF,AFG,38041757.0,Asia,11.14827583
8,2020-06-07,279,38,Afghanistan,AF,AFG,38041757.0,Asia,10.82494691
9,2020-05-07,348,7,Afghanistan,AF,AFG,38041757.0,Asia,11.16667666
10,2020-04-07,302,12,Afghanistan,AF,AFG,38041757.0,Asia,11.68715735
11,2020-03-07,186,33,Afghanistan,AF,AFG,38041757.0,Asia,11.80281973
12,2020-02-07,319,28,Afghanistan,AF,AFG,38041757.0,Asia,13.04356158
13,2020-01-07,279,13,Afghanistan,AF,AFG,38041757.0,Asia,13.68759072
14,2020-06-30,271,12,Afghanistan,AF,AFG,38041757.0,Asia,15.01245066
15,2020-06-29,351,18,Afghanistan,AF,AFG,38041757.0,Asia,16.30050894
16,2020-06-28,165,20,Afghanistan,AF,AFG,38041757.0,Asia,17.12328902
17,2020-06-27,276,8,Afghanistan,AF,AFG,38041757.0,Asia,18.15110695
18,2020-06-26,460,36,Afghanistan,AF,AFG,38041757.0,Asia,19.15000929
19,2020-06-25,234,21,Afghanistan,AF,AFG,38041757.0,Asia,19.90444343
20,2020-06-24,338,20,Afghanistan,AF,AFG,38041757.0,Asia,21.08735409
21,2020-06-23,310,17,Afghanistan,AF,AFG,38041757.0,Asia,21.62360692
22,2020-06-22,409,12,Afghanistan,AF,AFG,38041757.0,Asia,22.32020987
23,2020-06-21,546,21,Afghanistan,AF,AFG,38041757.0,Asia,23.32436959
24,2020-06-20,346,2,Afghanistan,AF,AFG,38041757.0,Asia,23.41900244
25,2020-06-19,658,42,Afghanistan,AF,AFG,38041757.0,Asia,24.91472726
26,2020-06-18,564,13,Afghanistan,AF,AFG,38041757.0,Asia,25.25382831
27,2020-06-17,783,13,Afghanistan,AF,AFG,38041757.0,Asia,25.76379424
28,2020-06-16,761,7,Afghanistan,AF,AFG,38041757.0,Asia,25.70070567
29,2020-06-15,664,20,Afghanistan,AF,AFG,38041757.0,Asia,25.13290856
30,2020-06-14,556,5,Afghanistan,AF,AFG,38041757.0,Asia,25.174967600000002
31,2020-06-13,656,20,Afghanistan,AF,AFG,38041757.0,Asia,25.98986161
32,2020-12-06,747,21,Afghanistan,AF,AFG,38041757.0,Asia,25.90311483
33,2020-11-06,684,21,Afghanistan,AF,AFG,38041757.0,Asia,25.46412354
34,2020-10-06,542,15,Afghanistan,AF,AFG,38041757.0,Asia,25.30903081
35,2020-09-06,575,12,Afghanistan,AF,AFG,38041757.0,Asia,25.61395889
36,2020-08-06,791,30,Afghanistan,AF,AFG,38041757.0,Asia,25.65601794
37,2020-07-06,582,18,Afghanistan,AF,AFG,38041757.0,Asia,25.11187903
38,2020-06-06,915,9,Afghanistan,AF,AFG,38041757.0,Asia,25.63761711
39,2020-05-06,787,6,Afghanistan,AF,AFG,38041757.0,Asia,24.65185822
40,2020-04-06,758,24,Afghanistan,AF,AFG,38041757.0,Asia,23.97891349
41,2020-03-06,759,5,Afghanistan,AF,AFG,38041757.0,Asia,23.27968185
42,2020-02-06,545,8,Afghanistan,AF,AFG,38041757.0,Asia,22.81177497
43,2020-01-06,680,8,Afghanistan,AF,AFG,38041757.0,Asia,22.45164439
44,2020-05-31,866,3,Afghanistan,AF,AFG,38041757.0,Asia,21.35285181
45,2020-05-30,623,11,Afghanistan,AF,AFG,38041757.0,Asia,19.07640596
46,2020-05-29,580,8,Afghanistan,AF,AFG,38041757.0,Asia,20.23302972
47,2020-05-28,625,7,Afghanistan,AF,AFG,38041757.0,Asia,19.00543132
48,2020-05-27,658,1,Afghanistan,AF,AFG,38041757.0,Asia,18.04333065
49,2020-05-26,591,1,Afghanistan,AF,AFG,38041757.0,Asia,17.04968569
50,2020-05-25,584,2,Afghanistan,AF,AFG,38041757.0,Asia,16.24530644
51,2020-05-24,782,11,Afghanistan,AF,AFG,38041757.0,Asia,15.68013801
52,2020-05-23,540,12,Afghanistan,AF,AFG,38041757.0,Asia,14.29481819
53,2020-05-22,531,6,Afghanistan,AF,AFG,38041757.0,Asia,13.44049382
54,2020-05-21,492,9,Afghanistan,AF,AFG,38041757.0,Asia,12.49416529
55,2020-05-20,581,5,Afghanistan,AF,AFG,38041757.0,Asia,11.64246962
56,2020-05-19,408,4,Afghanistan,AF,AFG,38041757.0,Asia,10.98266833
57,2020-05-18,262,1,Afghanistan,AF,AFG,38041757.0,Asia,10.40961384
58,2020-05-17,0,0,Afghanistan,AF,AFG,38041757.0,Asia,10.3386392
59,2020-05-16,1063,32,Afghanistan,AF,AFG,38041757.0,Asia,10.6908837
60,2020-05-15,113,6,Afghanistan,AF,AFG,38041757.0,Asia,8.32769107
61,2020-05-14,259,3,Afghanistan,AF,AFG,38041757.0,Asia,8.61421832
62,2020-05-13,280,5,Afghanistan,AF,AFG,38041757.0,Asia,8.25408774
63,2020-12-05,285,2,Afghanistan,AF,AFG,38041757.0,Asia,7.84401204
64,2020-11-05,369,5,Afghanistan,AF,AFG,38041757.0,Asia,7.54697003
65,2020-10-05,255,6,Afghanistan,AF,AFG,38041757.0,Asia,6.75573423
66,2020-09-05,215,3,Afghanistan,AF,AFG,38041757.0,Asia,6.37983151
67,2020-08-05,171,2,Afghanistan,AF,AFG,38041757.0,Asia,5.99867141
68,2020-07-05,168,9,Afghanistan,AF,AFG,38041757.0,Asia,5.82517784
69,2020-06-05,330,5,Afghanistan,AF,AFG,38041757.0,Asia,5.60436785
70,2020-05-05,190,5,Afghanistan,AF,AFG,38041757.0,Asia,4.89725015
71,2020-04-05,235,13,Afghanistan,AF,AFG,38041757.0,Asia,4.48980314
72,2020-03-05,134,4,Afghanistan,AF,AFG,38041757.0,Asia,4.10338566
73,2020-02-05,164,4,Afghanistan,AF,AFG,38041757.0,Asia,3.91674864
74,2020-01-05,222,4,Afghanistan,AF,AFG,38041757.0,Asia,3.61970663
75,2020-04-30,122,0,Afghanistan,AF,AFG,38041757.0,Asia,3.06242427
76,2020-04-29,124,3,Afghanistan,AF,AFG,38041757.0,Asia,2.92573237
77,2020-04-28,172,0,Afghanistan,AF,AFG,38041757.0,Asia,2.7285806
78,2020-04-27,68,10,Afghanistan,AF,AFG,38041757.0,Asia,2.42890989
79,2020-04-26,112,4,Afghanistan,AF,AFG,38041757.0,Asia,2.38685085
80,2020-04-25,70,1,Afghanistan,AF,AFG,38041757.0,Asia,2.181813
81,2020-04-24,105,2,Afghanistan,AF,AFG,38041757.0,Asia,2.09506622
82,2020-04-23,84,4,Afghanistan,AF,AFG,38041757.0,Asia,1.97940384
83,2020-04-22,61,1,Afghanistan,AF,AFG,38041757.0,Asia,1.90580051
84,2020-04-21,35,2,Afghanistan,AF,AFG,38041757.0,Asia,1.82431111
85,2020-04-20,88,3,Afghanistan,AF,AFG,38041757.0,Asia,1.83219718
86,2020-04-19,63,0,Afghanistan,AF,AFG,38041757.0,Asia,1.67710445
87,2020-04-18,51,1,Afghanistan,AF,AFG,38041757.0,Asia,1.60350112
88,2020-04-17,10,4,Afghanistan,AF,AFG,38041757.0,Asia,1.46943791
89,2020-04-16,70,2,Afghanistan,AF,AFG,38041757.0,Asia,1.55618469
90,2020-04-15,49,2,Afghanistan,AF,AFG,38041757.0,Asia,1.44052232
91,2020-04-14,58,3,Afghanistan,AF,AFG,38041757.0,Asia,1.37743375
92,2020-04-13,52,0,Afghanistan,AF,AFG,38041757.0,Asia,1.29594435
93,2020-12-04,34,3,Afghanistan,AF,AFG,38041757.0,Asia,1.18028197
94,2020-11-04,37,0,Afghanistan,AF,AFG,38041757.0,Asia,1.13033686
95,2020-10-04,61,1,Afghanistan,AF,AFG,38041757.0,Asia,1.07513436
96,2020-09-04,56,3,Afghanistan,AF,AFG,38041757.0,Asia,0.91478425
97,2020-08-04,30,4,Afghanistan,AF,AFG,38041757.0,Asia,0.85432437
98,2020-07-04,38,0,Afghanistan,AF,AFG,38041757.0,Asia,0.78072104
99,2020-06-04,29,2,Afghanistan,AF,AFG,38041757.0,Asia,0.69660295
100,2020-05-04,35,1,Afghanistan,AF,AFG,38041757.0,Asia,0.64665783
101,2020-04-04,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.55465367
102,2020-03-04,43,0,Afghanistan,AF,AFG,38041757.0,Asia,0.55991105
103,2020-02-04,26,0,Afghanistan,AF,AFG,38041757.0,Asia,0.44687736
104,2020-01-04,25,0,Afghanistan,AF,AFG,38041757.0,Asia,0.37853141
105,2020-03-31,27,0,Afghanistan,AF,AFG,38041757.0,Asia,0.31544284
106,2020-03-30,8,1,Afghanistan,AF,AFG,38041757.0,Asia,0.25761166
107,2020-03-29,15,1,Afghanistan,AF,AFG,38041757.0,Asia,0.25235427
108,2020-03-28,16,1,Afghanistan,AF,AFG,38041757.0,Asia,0.22080999
109,2020-03-27,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.18663702
110,2020-03-26,33,0,Afghanistan,AF,AFG,38041757.0,Asia,0.19452309
111,2020-03-25,2,0,Afghanistan,AF,AFG,38041757.0,Asia,0.10777629999999999
112,2020-03-24,6,1,Afghanistan,AF,AFG,38041757.0,Asia,0.10251892
113,2020-03-23,10,0,Afghanistan,AF,AFG,38041757.0,Asia,0.08674678
114,2020-03-22,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.06045988
115,2020-03-21,2,0,Afghanistan,AF,AFG,38041757.0,Asia,0.06045988
116,2020-03-20,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.055202499999999995
117,2020-03-19,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.05783119
118,2020-03-18,1,0,Afghanistan,AF,AFG,38041757.0,Asia,0.05783119
119,2020-03-17,5,0,Afghanistan,AF,AFG,38041757.0,Asia,0.055202499999999995
120,2020-03-16,6,0,Afghanistan,AF,AFG,38041757.0,Asia,0.04205905
121,2020-03-15,3,0,Afghanistan,AF,AFG,38041757.0,Asia,0.026286900000000002
122,2020-11-03,3,0,Afghanistan,AF,AFG,38041757.0,Asia,0.01840083
123,2020-08-03,3,0,Afghanistan,AF,AFG,38041757.0,Asia,0.01051476
124,2020-02-03,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.00262869
125,2020-01-03,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.00262869
126,2020-02-29,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.00262869
127,2020-02-28,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.00262869
128,2020-02-27,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.00262869
129,2020-02-26,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.00262869
130,2020-02-25,1,0,Afghanistan,AF,AFG,38041757.0,Asia,0.00262869
131,2020-02-24,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
132,2020-02-23,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
133,2020-02-22,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
134,2020-02-21,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
135,2020-02-20,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
136,2020-02-19,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
137,2020-02-18,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
138,2020-02-17,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
139,2020-02-16,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
140,2020-02-15,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
141,2020-02-14,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
142,2020-02-13,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
143,2020-12-02,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
144,2020-11-02,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
145,2020-10-02,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
146,2020-09-02,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
147,2020-08-02,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
148,2020-07-02,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
149,2020-06-02,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
150,2020-05-02,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
151,2020-04-02,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
152,2020-03-02,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
153,2020-02-02,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
154,2020-01-02,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
155,2020-01-31,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
156,2020-01-30,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
157,2020-01-29,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
158,2020-01-28,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
159,2020-01-27,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
160,2020-01-26,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
161,2020-01-25,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
162,2020-01-24,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
163,2020-01-23,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
164,2020-01-22,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
165,2020-01-21,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
166,2020-01-20,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
167,2020-01-19,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
168,2020-01-18,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
169,2020-01-17,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
170,2020-01-16,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
171,2020-01-15,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
172,2020-01-14,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
173,2020-01-13,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0
174,2020-12-01,0,0,Afghanistan,AF,AFG,38041757.0,Asia,
175,2020-11-01,0,0,Afghanistan,AF,AFG,38041757.0,Asia,
176,2020-10-01,0,0,Afghanistan,AF,AFG,38041757.0,Asia,
177,2020-09-01,0,0,Afghanistan,AF,AFG,38041757.0,Asia,
178,2020-08-01,0,0,Afghanistan,AF,AFG,38041757.0,Asia,
179,2020-07-01,0,0,Afghanistan,AF,AFG,38041757.0,Asia,
180,2020-06-01,0,0,Afghanistan,AF,AFG,38041757.0,Asia,
181,2020-05-01,0,0,Afghanistan,AF,AFG,38041757.0,Asia,
182,2020-04-01,0,0,Afghanistan,AF,AFG,38041757.0,Asia,
183,2020-03-01,0,0,Afghanistan,AF,AFG,38041757.0,Asia,
184,2020-02-01,0,0,Afghanistan,AF,AFG,38041757.0,Asia,
185,2020-01-01,0,0,Afghanistan,AF,AFG,38041757.0,Asia,
186,2019-12-31,0,0,Afghanistan,AF,AFG,38041757.0,Asia,
187,2020-07-14,117,2,Albania,AL,ALB,2862427.0,Europe,38.60360456
188,2020-07-13,83,4,Albania,AL,ALB,2862427.0,Europe,36.75202896
189,2020-12-07,93,4,Albania,AL,ALB,2862427.0,Europe,36.36773968
190,2020-11-07,90,2,Albania,AL,ALB,2862427.0,Europe,35.24980724
191,2020-10-07,82,0,Albania,AL,ALB,2862427.0,Europe,34.79564719
192,2020-09-07,68,2,Albania,AL,ALB,2862427.0,Europe,34.65590564
193,2020-08-07,74,2,Albania,AL,ALB,2862427.0,Europe,34.62097025
194,2020-07-07,71,3,Albania,AL,ALB,2862427.0,Europe,33.85239169
195,2020-06-07,74,2,Albania,AL,ALB,2862427.0,Europe,33.74758553
196,2020-05-07,67,2,Albania,AL,ALB,2862427.0,Europe,32.42004076
197,2020-04-07,90,3,Albania,AL,ALB,2862427.0,Europe,31.93094531
198,2020-03-07,82,4,Albania,AL,ALB,2862427.0,Europe,30.53352976
199,2020-02-07,45,3,Albania,AL,ALB,2862427.0,Europe,29.97456354
200,2020-01-07,69,4,Albania,AL,ALB,2862427.0,Europe,30.14924049
201,2020-06-30,64,3,Albania,AL,ALB,2862427.0,Europe,30.60340054
202,2020-06-29,72,2,Albania,AL,ALB,2862427.0,Europe,30.77807748
203,2020-06-28,61,2,Albania,AL,ALB,2862427.0,Europe,30.25404665
204,2020-06-27,77,2,Albania,AL,ALB,2862427.0,Europe,29.799886600000004
205,2020-06-26,78,2,Albania,AL,ALB,2862427.0,Europe,28.19285872
206,2020-06-25,67,2,Albania,AL,ALB,2862427.0,Europe,27.0050555
207,2020-06-24,52,1,Albania,AL,ALB,2862427.0,Europe,26.13167078
208,2020-06-23,68,0,Albania,AL,ALB,2862427.0,Europe,25.57270456
209,2020-06-22,36,1,Albania,AL,ALB,2862427.0,Europe,23.79099974
210,2020-06-21,53,1,Albania,AL,ALB,2862427.0,Europe,23.02242118
211,2020-06-20,50,3,Albania,AL,ALB,2862427.0,Europe,21.86955335
212,2020-06-19,66,1,Albania,AL,ALB,2862427.0,Europe,20.64681475
213,2020-06-18,50,1,Albania,AL,ALB,2862427.0,Europe,18.79523914
214,2020-06-17,82,1,Albania,AL,ALB,2862427.0,Europe,17.74717748
215,2020-06-16,69,0,Albania,AL,ALB,2862427.0,Europe,15.61611877
216,2020-06-15,57,0,Albania,AL,ALB,2862427.0,Europe,13.41518928
217,2020-06-14,48,0,Albania,AL,ALB,2862427.0,Europe,11.94790295
218,2020-06-13,31,1,Albania,AL,ALB,2862427.0,Europe,11.07451823
219,2020-12-06,44,1,Albania,AL,ALB,2862427.0,Europe,10.79503512
220,2020-11-06,42,0,Albania,AL,ALB,2862427.0,Europe,10.16619812
221,2020-10-06,36,0,Albania,AL,ALB,2862427.0,Europe,9.43255496
222,2020-09-06,17,0,Albania,AL,ALB,2862427.0,Europe,9.04826569
223,2020-08-06,14,0,Albania,AL,ALB,2862427.0,Europe,8.66397641
224,2020-07-06,20,1,Albania,AL,ALB,2862427.0,Europe,8.48929947
225,2020-06-06,15,0,Albania,AL,ALB,2862427.0,Europe,8.070074799999999
226,2020-05-06,13,0,Albania,AL,ALB,2862427.0,Europe,7.96526863
227,2020-04-06,20,0,Albania,AL,ALB,2862427.0,Europe,7.68578552
228,2020-03-06,21,0,Albania,AL,ALB,2862427.0,Europe,7.51110858
229,2020-02-06,6,0,Albania,AL,ALB,2862427.0,Europe,6.81240081
230,2020-01-06,15,0,Albania,AL,ALB,2862427.0,Europe,6.67265925
231,2020-05-31,23,0,Albania,AL,ALB,2862427.0,Europe,6.60278847
232,2020-05-30,23,0,Albania,AL,ALB,2862427.0,Europe,6.39317614
233,2020-05-29,26,0,Albania,AL,ALB,2862427.0,Europe,6.2184992
234,2020-05-28,21,0,Albania,AL,ALB,2862427.0,Europe,5.93901609
235,2020-05-27,25,1,Albania,AL,ALB,2862427.0,Europe,5.34511448
236,2020-05-26,6,0,Albania,AL,ALB,2862427.0,Europe,4.61147131
237,2020-05-25,9,1,Albania,AL,ALB,2862427.0,Europe,4.54160054
238,2020-05-24,8,0,Albania,AL,ALB,2862427.0,Europe,4.6464067
239,2020-05-23,12,0,Albania,AL,ALB,2862427.0,Europe,4.57653593
240,2020-05-22,5,0,Albania,AL,ALB,2862427.0,Europe,4.43679437
241,2020-05-21,15,0,Albania,AL,ALB,2862427.0,Europe,4.61147131
242,2020-05-20,1,0,Albania,AL,ALB,2862427.0,Europe,4.50666515
243,2020-05-19,2,0,Albania,AL,ALB,2862427.0,Europe,5.06563137
244,2020-05-18,13,0,Albania,AL,ALB,2862427.0,Europe,5.275243700000001
245,2020-05-17,17,0,Albania,AL,ALB,2862427.0,Europe,5.03069598
246,2020-05-16,18,0,Albania,AL,ALB,2862427.0,Europe,4.68134209
247,2020-05-15,18,0,Albania,AL,ALB,2862427.0,Europe,4.36692359
248,2020-05-14,4,0,Albania,AL,ALB,2862427.0,Europe,3.98263432
249,2020-05-13,4,0,Albania,AL,ALB,2862427.0,Europe,4.40185898
250,2020-12-05,4,0,Albania,AL,ALB,2862427.0,Europe,4.75121287
251,2020-11-05,12,0,Albania,AL,ALB,2862427.0,Europe,4.9608252
252,2020-10-05,6,0,Albania,AL,ALB,2862427.0,Europe,5.03069598
253,2020-09-05,8,0,Albania,AL,ALB,2862427.0,Europe,6.00888686
254,2020-08-05,10,0,Albania,AL,ALB,2862427.0,Europe,6.25343459
255,2020-07-05,12,0,Albania,AL,ALB,2862427.0,Europe,6.91720697
256,2020-06-05,17,0,Albania,AL,ALB,2862427.0,Europe,7.37136703
257,2020-05-05,8,0,Albania,AL,ALB,2862427.0,Europe,7.65085014
258,2020-04-05,6,0,Albania,AL,ALB,2862427.0,Europe,8.13994558
259,2020-03-05,7,0,Albania,AL,ALB,2862427.0,Europe,8.41942869
260,2020-02-05,9,0,Albania,AL,ALB,2862427.0,Europe,8.48929947
261,2020-01-05,7,0,Albania,AL,ALB,2862427.0,Europe,8.90852413
262,2020-04-30,16,1,Albania,AL,ALB,2862427.0,Europe,9.50242574
263,2020-04-29,14,2,Albania,AL,ALB,2862427.0,Europe,9.6072319
264,2020-04-28,10,0,Albania,AL,ALB,2862427.0,Europe,9.39761957
265,2020-04-27,14,1,Albania,AL,ALB,2862427.0,Europe,9.78190885
266,2020-04-26,34,0,Albania,AL,ALB,2862427.0,Europe,9.74697346
267,2020-04-25,15,0,Albania,AL,ALB,2862427.0,Europe,9.15307185
268,2020-04-24,29,0,Albania,AL,ALB,2862427.0,Europe,8.87358874
269,2020-04-23,25,1,Albania,AL,ALB,2862427.0,Europe,8.17488097
270,2020-04-22,25,0,Albania,AL,ALB,2862427.0,Europe,7.89539786
271,2020-04-21,22,0,Albania,AL,ALB,2862427.0,Europe,7.23162547
272,2020-04-20,14,0,Albania,AL,ALB,2862427.0,Europe,7.02201314
273,2020-04-19,9,0,Albania,AL,ALB,2862427.0,Europe,7.51110858
274,2020-04-18,21,0,Albania,AL,ALB,2862427.0,Europe,8.20981636
275,2020-04-17,24,1,Albania,AL,ALB,2862427.0,Europe,8.41942869
276,2020-04-16,19,1,Albania,AL,ALB,2862427.0,Europe,8.20981636
277,2020-04-15,8,1,Albania,AL,ALB,2862427.0,Europe,8.10501019
278,2020-04-14,21,0,Albania,AL,ALB,2862427.0,Europe,8.52423485
279,2020-04-13,13,0,Albania,AL,ALB,2862427.0,Europe,8.17488097
280,2020-12-04,17,0,Albania,AL,ALB,2862427.0,Europe,8.24475174
281,2020-11-04,7,0,Albania,AL,ALB,2862427.0,Europe,8.03513941
282,2020-10-04,9,1,Albania,AL,ALB,2862427.0,Europe,8.20981636
283,2020-09-04,17,0,Albania,AL,ALB,2862427.0,Europe,8.87358874
284,2020-08-04,6,0,Albania,AL,ALB,2862427.0,Europe,9.08320107
285,2020-07-04,16,1,Albania,AL,ALB,2862427.0,Europe,9.67710268
286,2020-06-04,28,2,Albania,AL,ALB,2862427.0,Europe,9.50242574
287,2020-05-04,29,2,Albania,AL,ALB,2862427.0,Europe,8.97839491
288,2020-04-04,27,1,Albania,AL,ALB,2862427.0,Europe,8.17488097
289,2020-03-04,18,1,Albania,AL,ALB,2862427.0,Europe,7.23162547
290,2020-02-04,16,0,Albania,AL,ALB,2862427.0,Europe,6.98707775
291,2020-01-04,20,3,Albania,AL,ALB,2862427.0,Europe,6.56785308
292,2020-03-31,11,2,Albania,AL,ALB,2862427.0,Europe,6.00888686
293,2020-03-30,15,0,Albania,AL,ALB,2862427.0,Europe,5.93901609
294,2020-03-29,11,1,Albania,AL,ALB,2862427.0,Europe,5.55472681
295,2020-03-28,12,3,Albania,AL,ALB,2862427.0,Europe,5.34511448
296,2020-03-27,28,1,Albania,AL,ALB,2862427.0,Europe,5.275243700000001
297,2020-03-26,23,0,Albania,AL,ALB,2862427.0,Europe,4.71627748
298,2020-03-25,23,1,Albania,AL,ALB,2862427.0,Europe,3.94769893
299,2020-03-24,11,2,Albania,AL,ALB,2862427.0,Europe,3.28392654
300,2020-03-23,13,0,Albania,AL,ALB,2862427.0,Europe,3.03937882
301,2020-03-22,6,0,Albania,AL,ALB,2862427.0,Europe,2.65508954
302,2020-03-21,0,0,Albania,AL,ALB,2862427.0,Europe,
303,2020-03-20,11,0,Albania,AL,ALB,2862427.0,Europe,
304,2020-03-19,4,1,Albania,AL,ALB,2862427.0,Europe,
305,2020-03-18,4,0,Albania,AL,ALB,2862427.0,Europe,
306,2020-03-17,9,0,Albania,AL,ALB,2862427.0,Europe,
307,2020-03-16,4,0,Albania,AL,ALB,2862427.0,Europe,
308,2020-03-15,5,0,Albania,AL,ALB,2862427.0,Europe,
309,2020-03-14,10,0,Albania,AL,ALB,2862427.0,Europe,
310,2020-03-13,12,0,Albania,AL,ALB,2862427.0,Europe,
311,2020-12-03,1,1,Albania,AL,ALB,2862427.0,Europe,
312,2020-11-03,4,0,Albania,AL,ALB,2862427.0,Europe,
313,2020-10-03,4,0,Albania,AL,ALB,2862427.0,Europe,
314,2020-09-03,2,0,Albania,AL,ALB,2862427.0,Europe,
315,2020-07-14,494,7,Algeria,DZ,DZA,43053054.0,Africa,14.21037402
316,2020-07-13,483,7,Algeria,DZ,DZA,43053054.0,Africa,13.75512176
317,2020-12-07,904,16,Algeria,DZ,DZA,43053054.0,Africa,13.34167839
318,2020-11-07,0,0,Algeria,DZ,DZA,43053054.0,Africa,11.899272
319,2020-10-07,460,10,Algeria,DZ,DZA,43053054.0,Africa,12.45672374
320,2020-09-07,469,10,Algeria,DZ,DZA,43053054.0,Africa,11.84584954
321,2020-08-07,475,9,Algeria,DZ,DZA,43053054.0,Africa,11.15600301
322,2020-07-07,463,7,Algeria,DZ,DZA,43053054.0,Africa,10.41505673
323,2020-06-07,441,6,Algeria,DZ,DZA,43053054.0,Africa,9.68572404
324,2020-05-07,430,9,Algeria,DZ,DZA,43053054.0,Africa,8.98658664
325,2020-04-07,413,9,Algeria,DZ,DZA,43053054.0,Africa,8.28280382
326,2020-03-07,385,8,Algeria,DZ,DZA,43053054.0,Africa,7.59992543
327,2020-02-07,365,8,Algeria,DZ,DZA,43053054.0,Africa,6.97743765
328,2020-01-07,336,7,Algeria,DZ,DZA,43053054.0,Africa,6.41069505
329,2020-06-30,298,8,Algeria,DZ,DZA,43053054.0,Africa,5.89969761
330,2020-06-29,305,5,Algeria,DZ,DZA,43053054.0,Africa,5.46767251
331,2020-06-28,283,7,Algeria,DZ,DZA,43053054.0,Africa,5.01242026
332,2020-06-27,240,7,Algeria,DZ,DZA,43053054.0,Africa,4.61523589
333,2020-06-26,197,9,Algeria,DZ,DZA,43053054.0,Africa,4.31096015
334,2020-06-25,172,8,Algeria,DZ,DZA,43053054.0,Africa,4.09727031
335,2020-06-24,156,9,Algeria,DZ,DZA,43053054.0,Africa,3.93468022
336,2020-06-23,149,7,Algeria,DZ,DZA,43053054.0,Africa,3.84409431
